Reference,Protein.Accession,GeneName,S01_41,S03_28,S05_51,S07_43,S09_24,S11_21,S13_52,S15_11,S17_14,S19_55,S02_44,S04_31,S06_60,S08_46,S10_26,S12_25,S14_53,S16_13,S18_16,S20_50,T01_42,T03_54,T05_27,T07_15,T09_39,T11_12,T13_29,T15_18,T17_47,T19_58,T02_40,T04_57,T06_30,T08_10,T10_38,T12_17,T14_22,T16_19,T18_48,T20_59,Accession_primary
sp|A0A0C4DH24|KV621_HUMAN,A0A0C4DH24,IGKV6-21,416748.8681,752158.5414,299674.0506,355192.552,457045.3368,483469.1524,423394.8435,609215.1675,376534.6269,461000,537413.7981,718459.7076,278664.1379,359005.597,467159.9871,854885.8305,747000,1152128.456,279117.5793,687162.5503,612094.7591,378059.3196,306432.1303,568625.3687,572821.2617,393043.656,1060836.9,741637.3239,209871.085,822299.0127,607601.6985,723978.1731,364977.3585,541107.217,652796.9888,560235.0353,853592.4765,1084964.555,170773.0205,1038915.015,A0A0C4DH24
sp|A0A0C4DH25|KVD20_HUMAN,A0A0C4DH25,IGKV3D-20,5651488.983,4170660.163,4815399.399,4410506.957,6705645.207,4310373.224,5060661.294,6800852.175,2129668.985,4662690,7178201.93,4154690.921,3851898.379,4519268.501,6424555.365,6809993.119,6686890,11954541.16,1938497.81,9140326.536,6937847.009,4386105.467,5118277.643,6534618.879,6719144.188,6583530.442,5968623.078,11958189.88,7440726.286,8418820.874,6878711.394,8377510.659,5398266.003,6538801.726,6604459.545,7401413.7,6237468.558,14655331.05,5273032.082,7579314.892,A0A0C4DH25
sp|A0A0C4DH29|HV103_HUMAN,A0A0C4DH29,IGHV1-3,1920177.784,3871790.489,2511823.101,1272019.342,3054608.161,1660126.021,1560243.879,3593874.192,1386226.866,1914000,2365843.872,3175546.073,2167723.448,1438432.525,2986817.712,1973194.557,2314000,5340362.903,876200,3141591.04,2345530.704,1294985.461,2934084.957,2731489.381,3022567.173,2572398.89,1943265.177,1942753.58,1640707.494,2562911.142,2079335.315,2595640.604,2702936.535,2869246.171,2651407.675,3151096.026,1940972.1,3379612.654,762845.4545,2470401.107,A0A0C4DH29
sp|A0A0C4DH30|HV316_HUMAN,A0A0C4DH30,IGHV3-16,5462.390583,5875.789294,7721.139241,8279.070439,3677.752591,9457.03753,6940.003243,7508.700764,6830.537313,3580,6698.257238,8639.850391,2486.827586,4767.879353,5914.382676,12754.7701,13300,4581.336406,2457.089337,8294.342332,7359.052409,10289.32829,5467.773874,6054.070796,6692.757009,5501.036648,37711.52322,21458.03991,3336.073826,15400.28209,6620.750177,8121.453132,7711.114923,3772.877726,9260.848277,9584.395374,26516.30094,14730.58926,3073.519062,7364.591978,A0A0C4DH30
sp|A0A0C4DH31|HV118_HUMAN,A0A0C4DH31,IGHV1-18,2399281.316,1270723.306,2568451.899,2486347.864,2850094.56,2356597.431,1144171.558,3201202.822,1824226.269,2660800,3231569.35,1347656.239,2158543.103,2966249.689,2597644.796,3404574.914,2007000,4531543.491,1292642.651,3189982.769,2867354.42,1211396.918,2709777.068,2710613.274,3265278.037,2615895.459,2293565.7,3851866.491,2044994.407,3905777.715,2520082.661,2152185.08,2674959.177,2939235.787,3312248.608,3046933.541,1832054.545,4902453.417,1057349.853,3475963.117,A0A0C4DH31
sp|A0A0C4DH32|HV320_HUMAN,A0A0C4DH32,IGHV3-20,8134384.546,6001069.173,6619063.924,8949276.27,9360633.355,7815048.443,7060333.063,16932318.34,4429437.463,9546890,11651958.23,6642944.917,6993214.828,9511018.128,8629781.416,10483514.48,7388510,24021053.28,3487707.205,11926722.29,8838355.744,5184263.361,6903925.583,9533779.705,9443972.255,9594506.614,8445030.908,18876845.36,5403308.725,14612871.37,8776023.779,9183086.261,8091583.877,7717558.087,9646369.759,10530438.49,7181269.279,22444130.12,2578791.202,12547255.26,A0A0C4DH32
sp|A0A0C4DH33|HV124_HUMAN,A0A0C4DH33,IGHV1-24,2089430.516,1090366.289,1381177.437,1086834.729,1358585.816,1318621.888,1870959.299,730245.9142,389511.6418,1100670,2182758.174,1014196.974,1227900.172,1298655.068,931869.2631,1739708.477,1945600,710087.7304,347148.8473,975170.7639,1935207.782,1197285.839,1179822.9,1738671.475,943422.8388,1712603.592,3393203.804,2293518.369,902615.2964,1738130.973,2077856.617,2234407.236,1631819.897,1817739.681,720190.8012,1885594.162,3606639.498,3177274.791,687944.4868,873258.3064,A0A0C4DH33
sp|A0A0C4DH34|HV428_HUMAN,A0A0C4DH34,IGHV4-28,771478.7504,756088.5147,534614.2405,567432.5058,931660.9456,576397.681,563178.5309,607432.0988,477131.6418,266100,870773.4409,857911.9347,520723.1034,569693.4701,819191.0149,819362.2146,679700,793677.7074,403040.3458,344839.4601,1031605.347,438717.3597,649997.7643,824705.6047,325976.6355,439000.438,1022163.893,1531926.056,550829.1387,1088096.474,1031367.87,716924.8019,614923.8422,962904.0109,303916.7024,532205.1998,941487.1473,1965778.251,358050.1466,984949.4391,A0A0C4DH34
sp|A0A0C4DH35|HV335_HUMAN,A0A0C4DH35,IGHV3-35,1477317.265,302253.2852,375659.019,383327.7714,641849.6762,474406.1581,268113.6371,702826.2787,262870.0597,427490,1931884.171,340036.5522,335686.8621,379722.2948,667007.3045,715268.533,355270,1229972.35,214689.3948,456721.1373,1438128.322,210882.2332,448841.8077,765556.6372,498177.3364,763886.3484,560074.8772,915872.6526,523970.9172,1169185.614,1390099.958,346411.2124,426400.3774,668564.8689,480367.8316,878608.7575,490498.7461,906167.3065,431804.7214,1255833.84,A0A0C4DH35
sp|A0A0C4DH36|HV338_HUMAN,A0A0C4DH36,IGHV3-38,1890271.959,635505.4326,572676.0443,544200.5196,859677.3964,628586.5177,599638.1385,1321848.325,470673.3134,658710,1966569.494,974332.1999,635802.7931,557359.857,721271.4932,900107.2881,745180,1941923.675,323354.8991,756459.506,2457655.903,463098.1681,615748.8342,869241.2979,835708.8201,734806.6287,1189675.701,1101974.178,696664.5694,1525483.498,1906566.171,860813.5745,523974.3053,869074.1822,784387.6614,769147.7288,910079.5925,1708653.927,456877.1261,1325005.071,A0A0C4DH36
sp|A0A0C4DH38|HV551_HUMAN,A0A0C4DH38,IGHV5-51,3662171.778,2716455.032,1962790.38,4076221.247,3815684.683,1983405.655,1566735.787,3094872.487,1303415.403,2473990,4488123.578,2173793.234,1576862.51,4738800.529,2163378.798,2615655.49,2086880,4599001.728,1125172.104,2721928.288,3545306.008,1129846.641,1990786.33,2412413.009,2535527.371,2687930.501,3055936.725,3186271.714,3499614.007,4207300.028,2926066.299,2006885.633,1968311.218,2104051.889,2225061.115,3196847.951,2307488.652,3344721.931,1317630.469,3048474.965,A0A0C4DH38
sp|A0A0C4DH39|HV158_HUMAN,A0A0C4DH39,IGHV1-58,27393.32931,8665.111781,17308.57595,175310.0462,16806.34715,25437.67965,21104.16734,29281.95179,8641.283582,16280,68050.41049,6187.691261,17372.93103,138320.8955,24180.34906,17192.5868,19500,24750.86406,9362.190202,18930.84434,28990.20646,14846.03082,23001.24561,27934.21829,15855.92874,63375.09125,10554.95324,57452.17136,13438.53468,22054.72496,34439.3489,15194.97683,6023.2247,32916.99117,23337.75017,54884.22634,21128.52665,105380.3693,37771.67155,14563.45474,A0A0C4DH39
sp|A0A0C4DH41|HV461_HUMAN / sp|P01825|HV459_HUMAN,A0A0C4DH41 / P01825,IGHV4-61,2240251.494,3293202.571,2442364.842,2761930.976,3370829.404,2748177.891,1980633.209,3588455.644,1661812.388,2337500,2686370.042,3629630.942,2323115.31,4533456.872,2678812.346,3824322.803,2368020,5327308.036,1504690.432,2820076.393,2778109.185,1268850.567,2486793.069,2871915.988,2722357.652,2776173.427,4411350.832,5037230.37,4183351.762,4428950.014,2805700.297,2711880.161,2888350.12,3106893.724,2783483.047,3630668.429,4211771.066,6512393.511,2674603.959,4017669.771,A0A0C4DH41
sp|A0A0C4DH43|HV70D_HUMAN,A0A0C4DH43,IGHV2-70D,1864333.233,107067.8082,113161.6139,553335.7102,1212130.505,553313.315,335874.2987,1642602.587,328489.4925,1126250,2271388.737,110335.7021,88491.55172,832283.1157,911555.5915,778146.3872,564140,2569625,264637.2622,1355839.46,1616939.915,314677.0573,128449.6327,1111901.18,1202530.958,130351.9346,863946.4257,1927762.617,1059146.896,300457.6023,1699930.078,726094.1845,126071.5266,917520.1194,1117180.06,153838.5876,811388.2445,3638738.827,833664.868,213728.5385,A0A0C4DH43
sp|A0A0C4DH67|KV108_HUMAN,A0A0C4DH67,IGKV1-8,1747181.739,1950004.807,2263605.538,1793941.282,3082982.513,1660607.629,1168778.515,3561481.775,1060373.015,1854670,1933000.547,1585836.518,1550595.103,2010064.583,2506478.345,2297439.787,1877090,4935710.541,903791.268,2382992.619,2300653.864,885772.6031,2434278.761,3043537.463,2248431.717,3417826.544,2490285.243,3291188.674,2361864.877,3894303.554,2022085.86,1966076.843,2127088.508,2996200.772,2194140.4,4183226.906,2390333.605,4120315.784,1624241.173,3163988.228,A0A0C4DH67
sp|A0A0C4DH68|KV224_HUMAN,A0A0C4DH68,IGKV2-24,707486.387,836413.3341,753237.6582,684409.642,1488343.912,1211573.477,452302.4161,1498074.956,539149.7015,868150,1074633.444,801764.3659,624100.7586,885358.5199,1391459.276,1990376.603,785590,2641451.037,649778.732,1352645.606,1082092.906,433415.9058,792934.8451,1441147.198,1127827.979,772251.0731,1350777.619,1461421.068,444536.5492,2434005.078,1087558.386,879101.9584,813539.9657,1419914.33,1222576.351,980447.4793,1178443.574,1829898.008,462105.0733,2535429.107,A0A0C4DH68
sp|A0A0C4DH73|KV112_HUMAN / sp|P01611|KVD12_HUMAN,A0A0C4DH73 / P01611,IGKV1-12,1505768.488,1722766.085,1418172.785,4732982.102,5442419.041,1349598.064,2015879.682,2510164.609,1118739.403,2173400,2089079.649,1512775.927,1126742.069,4689287.935,2689279.606,1943257.742,2597300,3782514.401,1088014.697,3025450.89,1994972.208,1837968.014,1507404.982,2735764.012,2420317.465,1900957.512,2122742.114,2965560.446,2316403.803,2831940.762,2070176.929,2858630.588,1576327.616,2439794.263,2284892.588,2219782.136,1933260.188,4864871.529,1136707.918,2393751.345,A0A0C4DH73
sp|A0A0G2JMI3|HV692_HUMAN,A0A0G2JMI3,IGHV1-69-2,61235.738,5578.644974,46358.82911,18922.19977,70401.13342,6425.093785,30732.73877,42892.71017,7796.268657,34610,40869.07677,16603.63822,35292.03448,7272.325871,47826.98772,5291.64842,20420,19509.50461,9886.628242,220085.583,60585.07147,23743.84996,34927.02012,57956.0472,42794.2757,14525.09855,10277.19131,23188.527,8132.857942,60289.25247,71740.69356,46350.72507,6497.221269,73926.53167,68373.52347,13074.56199,6370.250784,114162.0667,3024.105572,8856.15491,A0A0G2JMI3
sp|A0A0G2JS06|LV539_HUMAN,A0A0G2JS06,IGLV5-39,370974.6453,329159.2241,380937.9747,288454.0993,776147.6684,553411.8258,204003.3079,682519.1064,177493.3731,2196900,519357.6264,395565.3519,415439.6552,292779.2289,502994.8287,670310.6037,359400,782224.3664,206246.9135,2148399.196,503983.5892,148460.3082,354167.5184,615845.1327,2266088.785,229390.276,433415.4383,1500480.634,508798.3781,688164.457,545305.5909,308937.6588,446400.7204,604097.8712,1931577.82,236445.2255,367002.5078,1219050.688,442744.868,576323.3441,A0A0G2JS06
sp|A0A0J9YVY3|HV741_HUMAN,A0A0J9YVY3,IGHV7-4-1,9340281.014,4785844.758,6260414.873,4287410.508,8479566.062,7265390.974,3930096.514,16586898.3,3715349.552,7528900,11475862.02,4069552.873,5056975.517,6987300.995,6826047.188,9384664.686,5943800,20538655.24,2965794.236,8327248.708,10273147.96,3487200.349,5990441.393,7270849.558,6451620.911,8365708.863,9543686.163,13375874.12,6344760.067,14089451.9,6558358.669,7407248.916,5501250.429,7749162.773,8582785.054,9057253.629,7154647.335,16256999.36,2898200,9789106.808,A0A0J9YVY3
sp|A0A0J9YX35|HV64D_HUMAN,A0A0J9YX35,IGHV3-64D,1410964.986,1148702.429,586539.9684,872931.1778,919372.6684,605600.6626,707410.3778,1468159.024,510006.7463,867910,1415953.334,1192391.023,675789.5862,977876.3371,931803.9108,885244.2915,937320,2436358.583,335669.4813,991256.1746,1635493.647,522129.5144,693944.4586,947775.2212,1025468.166,1009071.193,1210828.34,1611034.038,771113.6745,2033122.426,1580298.655,1033520.407,607339.8971,1017036.604,1000646,1121509.887,1037484.608,2147927.653,503226.9795,1451891.501,A0A0J9YX35
sp|A0A0J9YXX1|HV5X1_HUMAN,A0A0J9YXX1,IGHV5-10-1,4450525.958,2657054.923,1736019.241,3864117.494,3362344.381,1786277.867,1369351.166,3351951.382,1161088.734,2174910,5404687.858,2007332.88,1298286.69,4607762.438,1917238.093,2402808.946,1788880,4966188.076,995101.7579,2408620.879,4485507.464,1037088.837,1705321.175,2240945.619,2293076.343,3321838.867,3732735.711,2797752.641,3927048.937,3542511.678,3918196.207,1688859.202,1645778.518,1954372.534,1993175.868,3883217.247,2997461.818,2881087.021,1628727.918,2788299.779,A0A0J9YXX1
sp|A0A1B0GTC6|CC085_HUMAN,A0A1B0GTC6,C3orf85,31126.47148,37286.8195,20049.36709,27921.18938,29793.06995,26707.37451,25792.76796,31599.94121,27362.38806,23800,37180.18148,30709.28256,15455.51724,14251.24378,27992.56626,13808.88333,15300,32807.02765,19812.10375,21679.49454,24797.7766,14013.0852,33689.23667,16700.88496,26869.45093,24208.49759,35681.72452,26896.71362,18282.43848,24906.62906,27856.75867,19346.38959,36532.41852,46149.40291,15159.7405,29386.11789,22713.16614,32388.41099,22631.3783,16780.08299,A0A1B0GTC6
sp|A0AVT1|UBA6_HUMAN,A0AVT1,UBA6,3255.055841,3891.632061,1279.746835,2879.676674,1145.887306,1827.922763,1836.095346,2912.345679,751.4597015,1250,4504.335302,2406.324379,1963.896552,2399.65796,1775.404008,1865.780419,1080,1737.413594,4389.740634,2671.223435,1659.131816,4350.915964,3229.000319,1381.79941,2549.153037,1909.12542,2296.877477,2580.897887,2101.538031,3042.03103,1917.537155,1410.674241,1167.650086,1771.61215,2660.689149,3309.328969,3602.413793,928.2159769,3824.604106,1035.807592,A0AVT1
sp|A0FGR8|ESYT2_HUMAN,A0FGR8,ESYT2,39894.77815,37229.3077,35536.39405,30713.30831,37683.32254,46157.78619,31892.32042,35284.95003,34038.00597,31566,25475.70503,59199.01734,44475.86552,53380.33893,30751.5223,34482.15202,14816,28672.17742,42935.9366,27592.96381,33682.15987,35365.89125,23453.30565,33600.58997,17754.50643,58420.22193,53195.68236,22264.94131,22334.07187,21160.17772,27647.83298,38462.03319,35438.75815,48953.36189,54474.00086,27035.22846,50530.98433,31084.37614,53273.67155,28381.51126,A0FGR8
sp|A0M8Q6|IGLC7_HUMAN,A0M8Q6,IGLC7,92637465.14,35503982.34,35193805.82,42766117.21,58320088.3,37178898.22,39972320.29,65245686.39,24516265.12,37912085,114134129.1,31511871.95,31932874.26,44845918.72,40468220.21,55152521.9,60710560,88472885.66,22564485.69,49478902.31,121159795.7,26780407.12,37270822.29,55301543.93,41613226.52,41252067.16,58137579.84,86422690.82,35899891.9,83060480.31,109690375.7,75151050.38,40393363.36,50033990.62,45846694.64,54173896.06,46551289,106497627.8,21834743.9,77482965.42,A0M8Q6
sp|A1L4H1|SRCRL_HUMAN,A1L4H1,SSC5D,6238863.809,7525323.682,6325308.703,5985602.54,4908228.206,4126267.47,3745011.545,7274900.823,5378761.433,7158880,6606326.084,6947642.877,7002767.034,5090837.687,3865479.315,4432514.514,4854040,5814395.334,4539535.677,7935933.831,5949325.569,3168525.153,7282859.534,4180987.021,6094148.949,5485901.416,6267238.516,6189625.998,7128322.763,8819323.272,5430102.703,4403429.72,7886285.557,4615246.495,5908668.707,5366574.227,7339120.502,5562194.962,5903449.384,8100802.582,A1L4H1
sp|A2A3L6|TTC24_HUMAN,A2A3L6,TTC24,51267.12949,90868.65009,37325.94937,171224.0185,52710.81606,47504.10056,38033.4036,68350.97002,85507.46269,65700,46402.4197,58668.48011,30446.2069,29445.58458,51192.6309,36156.08383,63300,45036.86636,26124.78386,44713.9575,133800.9529,55268.39197,72544.87384,35588.79056,152555.4907,85713.82684,34186.08337,36191.90141,98008.94855,33937.65867,37778.34395,30631.78353,37341.68096,27339.69367,30525.73597,71973.38413,30847.6489,21812.60332,61668.03519,49925.92593,A2A3L6
sp|A2PYH4|HFM1_HUMAN,A2PYH4,HFM1,16987.32267,3882.04676,9352.816456,143010.97,14623.70466,6239.017815,2393.481433,10797.47208,3852.865672,1910,21259.68601,4583.475009,6147.344828,129937.8109,15248.86878,14335.93994,5940,11647.46544,6769.135447,2051.809305,27027.79248,3851.14859,12054.93453,20975.51622,6289.223131,15253.32165,14315.42241,23633.50939,7840.715884,11027.36248,20606.36943,11285.39393,13295.02573,18919.06802,1835.669258,16184.96955,15106.89655,31444.14245,4634.985337,9591.5783,A2PYH4
sp|A2RUS2|DEND3_HUMAN,A2RUS2,DENND3,2714.920012,2357.983958,2506.170886,3198.775982,2996.768135,4356.366825,2442.662559,3053.009994,3129.573134,3540,1615.347832,3473.128188,4845.827586,3049.347015,2224.156432,2898.811386,2730,2005.3053,4370.317003,4025.224009,5048.755956,3977.560337,2530.459917,4632.507375,2716.471963,5815.943933,3653.63766,2744.058099,4000.461409,2443.131171,3413.406936,2390.085215,5364.253859,2380.740524,5496.695024,5859.139814,2720.297806,2814.864524,6601.642229,2767.677885,A2RUS2
sp|A4D1P6|WDR91_HUMAN,A4D1P6,WDR91,6337.18684,7131.463678,3591.822785,5307.944573,3793.432642,5476.106338,9650.429707,12927.24868,11769.85075,2762.3,4802.359211,9040.904454,5474.506897,4753.208955,13517.03297,3373.16234,4388,3862.105415,6867.224784,6078.001149,5833.721546,14326.66473,7728.074098,5934.778761,11672.95561,7691.610454,4006.181645,10185.15258,7727.628635,10884.76728,7298.089172,3285.863358,4164.233276,15419.58723,5135.748822,9222.720077,5667.727273,4132.11914,7950.630499,5437.989857,A4D1P6
sp|A6NC98|CC88B_HUMAN,A6NC98,CCDC88B,3255.055841,850.216167,1311.740506,816.232679,2171.729275,3951.37795,1628.441706,2872.721928,1428.477612,2640,486.3517212,2074.022441,2847.068966,812.1113184,2505.171299,2224.178918,2070,1650.057604,494.3314121,2719.615164,999.0471149,1920.674615,1076.33344,528.8613569,5275.46729,2214.191853,1784.086226,1463.497653,1046.057047,621.7150917,2337.296532,4927.2836,1294.819897,2110.624351,1732.541771,2902.44426,1648.025078,2842.248312,659.1759531,2195.912095,A6NC98
sp|A6NDG6|PGP_HUMAN,A6NDG6,PGP,17099.21521,11888.64839,14776.81013,20507.96767,11186.04275,17491.14117,9934.58732,28023.89771,8953.134328,14937,14205.15915,11069.09215,14961.98655,17957.61505,13665.16484,7783.572099,14520,16384.10138,24583.51873,7753.322803,25038.61832,15620.18028,14393.80709,10477.81711,24064.39836,20035.97605,11762.14931,16563.23357,16058.38926,14307.05219,20005.35032,17915.56286,15144.76844,14730.62695,13374.60371,15082.76408,11145.29781,17352.823,15753.02053,12167.63178,A6NDG6
sp|A6NHG4|DDTL_HUMAN / sp|P30046|DOPD_HUMAN,A6NHG4 / P30046,DDTL,19428.61455,3604.073042,6196.107595,2111.114319,15387.62953,5199.181513,33005.99968,358.5949442,7977.343284,4300,5649.834366,4973.070384,828.5551724,15718.28358,17536.1991,23928.37035,1680,9531.509217,1816.10951,12388.2826,8750.582319,5615.03344,5489.300543,13817.9941,3070.794393,3267.16309,2008.432398,5438.673709,14795.58166,13213.82228,2814.295824,4292.480191,10150.46312,5391.387591,6373.278658,647.3987819,4595.454545,3295.497212,1581.231672,3418.165053,A6NHG4
sp|A6NHQ2|FBLL1_HUMAN,A6NHQ2,FBLL1,57980.68216,48885.03328,48950.31646,56231.52425,36450.12953,57136.26841,34208.20496,55671.36978,39333.43284,38400,43781.36252,55116.28698,40904.82759,178140.5473,49994.50549,65249.60901,44500,52607.71889,41469.45245,43939.68983,49506.35257,71045.36202,49296.07154,63821.23894,45274.53271,58749.89049,63351.08575,41828.34507,39297.81879,58368.97038,53996.31989,30732.54597,46012.34991,53148.36449,60123.32456,55788.41459,60216.30094,88005.82813,54058.35777,76649.76179,A6NHQ2
sp|A6NKL6|T200C_HUMAN,A6NKL6,TMEM200C,21157.86296,16678.42312,15463.60759,13717.37875,27501.29534,26160.09224,11366.30452,22981.77543,39132.23881,7920,20191.8479,20854.81129,10202.96552,7366.635572,26685.52036,40477.94808,15800,52898.90553,13208.06916,11904.36531,19534.93912,11857.22594,28738.10284,35389.9705,13582.35981,36115.92933,32583.61071,32632.04225,17999.72036,10932.29901,21751.16773,11486.91882,19075.4717,33354.42627,12994.06328,35353.7603,28100.94044,36826.47314,11661.58358,12429.6911,A6NKL6
sp|A8K8P3|SFI1_HUMAN,A8K8P3,SFI1,14851.19227,19362.3073,19622.78481,27045.61201,6209.617876,12587.49208,23716.23156,26944.1505,9838.38806,16500,9173.70013,8215.878953,7634.793103,9326.181592,10336.55462,19922.74007,17700,15335.82949,6477.78098,6503.848363,37285.86554,12739.16836,16037.36825,23858.40708,32381.13318,26471.89371,18268.1883,12657.277,16114.93289,21674.47109,9539.985846,17331.14068,11792.10978,12576.25909,4238.53969,15099.94366,14367.39812,15013.86982,4190.26393,7240.295067,A8K8P3
sp|A8MQ27|NEU1B_HUMAN,A8MQ27,NEURL1B,139357.0782,85692.58775,186629.7468,191654.157,161515.544,135726.0016,146450.4621,207034.0976,177050.7463,265000,187357.0503,102326.0796,235900,188619.403,169915.9664,261420.0813,204000,289245.3917,53900.57637,156789.2016,162345.1562,186187.8453,157144.6822,142156.3422,339558.9953,227323.6969,301264.8597,159204.8122,190363.5347,146397.7433,315773.5315,198502.0182,158384.2196,33901.22015,126846.8083,146478.4953,128884.0125,185076.6343,76393.25513,211304.7487,A8MQ27
